index,id,title,cluster,distance,category
3729,8c103fe299846842d6d89e6322460b4dc175a9cc,2 cars stranded in flood waters on Florence street | WPDE,"flooding, insurance, water",1.720050057,Irrelevant
1021,d2d8c3542efd44fdfbf7d1d9ece0020e859ef893,$4M Settlement in Porter Ranch Gas Leak Angers Residents - NBC Southern California,"gas, leaking, gas",0.689422194,Irrelevant
16,426f0dc5259bcf976adafbd3168a8e6257657ff5,How to prolong your phone's life in a power outage,"said, s, 's",1.36829675,
17,269613cb38c40fb219ce03d87a62da828535be4a,Dallas Police 'Ambush': 12 Officers Shot 5 Killed During Protest,"said, s, 's",0.805672987,
18,c6015d45d76948255972f04376eea1ab736a08ef,Hurricane Katrina Was the Beginning of the End for George W. Bush | The Report | US News,"said, s, 's",1.163208572,
19,1819fef3d01bf7d52cdb894529477e3173cb3ab8,Planned power outage Friday in Pickens County,"powerful, outage, tornado",2.656366562,Irrelevant
20,c14c4cd9772b51071e95eaf31cddeb23badf89b1,Russians Brave Icy Temperatures to Protest Putin and Election - The New York Times,"terrorism, trump, s",0.848212924,
21,ff259ad63c76e11ad7580abd7fa6c475e2c0ee10,Stephon Clark protest police shooting in Sacramento Friday | The Sacramento Bee,"said, s, 's",0.700838783,
22,dbc515fb25c39564bf488eae4b6322384e0db66c,Vietnamese Protest an Opening for Chinese Territorial Interests - The New York Times,"said, s, 's",0.836163158,
23,e5d784dca6cff469d8fac2b6fe4a88fa81d87293,Torrey Smith of Carolina Panthers -- New policy makes Colin Kaepernick protest 'in vain',"said, s, 's",0.667322041,
24,c80e5235fe742d00023eadac0f02d3584f15bbdf,Anniversary of Thai Coup Draws Uneasy Protest and Police Threats - The New York Times,"terrorism, trump, s",0.574686968,
25,8b37f1a3ac1eed76ec88193a2004c0c6dfbca78b,Jury Finds First Batch Of Inauguration Protesters Not Guilty Of Riot Charges : The Two-Way : NPR,"said, s, 's",1.23188546,
26,8a2b839ec1390edc1f9edd911b6221792d798171,Mayor Tells Police Bureau to Let Feds Handle ICE Protest - Blogtown - Portland Mercury,"said, s, 's",1.168798427,
27,02d10d4695e786fdb1552045e0295ce0f7514526,David West’s anthem protest may be barely noticeable — but it speaks volumes — The Undefeated,"said, s, 's",0.612992877,
28,e93fcc0636eedd03c0f8cc729429ff979cfdd311,Hong Kong Court Throws Out Protest Leaders’ Prison Sentences - The New York Times,"terrorism, trump, s",1.109822903,
29,3a6c64314082006b3024d5575706ab19b710c2e7,Pepsi Pulls Ad Accused of Trivializing Black Lives Matter - The New York Times,"said, s, 's",1.269828083,
30,e1bbb4ae15f29c899c2bf2ce192afe7045687248,Moroccan Protest Leader Is Sentenced to 20 Years in Prison - The New York Times,"said, s, 's",1.498998196,
31,70e9e31e7b225b3abb526b743e12874a06ed5b3e,Opioid Protest at Met Museum Targets Donors Connected to OxyContin - The New York Times,"said, s, 's",1.273892627,
32,485d517300b450a7463f426d33ec0452c7ebf24a,Black Lives Matter Sacramento Says It Will Protest Stephon Clark Shooting Three Days A Week — Indefinitely — Until They 'Get Justice' - capradio.org,"said, s, 's",0.637310263,
33,a30665107430318c9006489c88a642c3f3953008,Brazil Prison Riot Leaves 9 Dead - The New York Times,"said, s, 's",1.662429956,
34,13110280c0d9113bbcc08d27d7883a7f1a76a84b,Protesters Disrupt Speech by ‘Bell Curve’ Author at Vermont College - The New York Times,"said, s, 's",1.042099928,
35,25870829ee29545e090a8ca3f7f23c166144ed0f,Sacramento Kings reflect on protest and Stephon Clark shooting | The Sacramento Bee,"said, s, 's",0.710269544,
36,0041284e04be1bd3fae169396d4f0a8c8daeb32b,Westboro Baptist Church to protest at Orlando shooting victims' funerals,"said, s, 's",1.268021509,
37,f769ae26425b7894e9a1399a2d74d542a9c186da,'Renoir sucks at painting' movement demands removal of artist's works | Art and design | The Guardian,"said, s, 's",1.592620488,
38,97c68dc7005c32f47461207974fe71425c910b3c,What Happened In The Litchfield Riot? 'Orange Is The New Black' Season 6 Hinges On Some Of The Finer Details,"said, s, 's",1.653242914,
39,e6c213911d7ae5a91120fa2560eae66675df5291,Pittsburgh Applies New Protest Rules During Tense Rally | Pennsylvania News | US News,"said, s, 's",0.834659889,
40,d69495c670875904af6ceabd60ac8a6660ee02b1,Riot Games and the Revival of the MMO - MMORPG.com,"said, s, 's",1.30261625,
41,957a0866d451a466b5b057ea87b7fa0b4e17eeda,State police response to highway protest cost $200000 | Belleville News-Democrat,"said, s, 's",1.537858484,
42,dabd9466cfda7fe0aa90b409da2e60e84fa92d28,Titans' Jurrell Casey national anthem protest NFL,"said, s, 's",2.092235917,
43,77eb7a12a9af8389951a0690673f388dd04b5af2,Demonstrators protest ICE in downtown Seattle | KIRO-TV,"said, s, 's",1.52665351,
44,4d29e0437ae1e87135b8805ec7e459d9b11dda8b,Terrorism Scares Away the Tourists Europe Was Counting On - The New York Times,"terrorism, trump, s",0.583599017,
45,20e43ebb9ec26812314760c2a52d912e3bc4a586,Oregon wildfire: Police suspect Eagle Creek started by teens with fireworks - The Washington Post,"said, s, 's",0.010004432,
46,948ff860f9fedcf4d5ea7a2e0eea57079c836966,CPUC rules against SDG&E in 2007 wildfire case - The San Diego Union-Tribune,"said, s, 's",1.023603701,
47,93d31cd72efbd8250161dd9a36ec8fde46e0a9fa,Santa Cruz Mountains wildfire burns 270 acres 10 percent contained | abc7news.com,"said, s, 's",1.921581844,
48,c16774debc9fbef0a88d0f2c856e16fea3f4ffd3,Big wildfire in Richmond closes Westminster Highway this morning | Daily Hive Vancouver,"powerful, outage, tornado",1.875355631,Wildfire
49,54a693ca09a788b4202388d7125757324ae601ee,What causes a heat wave? | MNN - Mother Nature Network,"said, s, 's",1.510241925,
50,e5d29be1a1fd1c382ac9846cf23abd9b9aee7872,Wildfire in San Martin burns multiple structures,"said, s, 's",0.422221684,
51,9e88838d2e3e68f5e24c7cb9c361f120884f358f,The Right-Wing Firestorm That Rages On | Dissent Magazine,"terrorism, trump, s",0.980029519,
52,8392a4ba0fbfa4719c282a8caa107c1650f9c5a5,Southern California weather forecast - Los Angeles Orange County Inland Empire Ventura County | abc7.com,"said, s, 's",1.701001595,
53,adbcfc35d6d2021dd368c23d64af9d4e0c3c70f4,When a wildfire threatens your summer vacation - SFGate,"said, s, 's",1.258975912,
54,71bca4c442218b9340f407fc0d3ef5a7f91ebd02,Week In The News: Trump-Cohen Latest Reuniting Migrant Families Heat Wave | On Point,"terrorism, trump, s",0.939614464,
3928,9baa95d4ba7bc2160d1cd734d087b53fd6230760,$64.5 Million In BP Oil Spill Money Goes To Pensacola Airport Whiting Aviation Park : NorthEscambia.com,"oil, spilling, bp",1.965248607,Irrelevant
56,17b8cf996679ff8d49432f8b825f6cab748fc264,Keeping wildfire smoke out of large indoor spaces | Columnists | missoulian.com,"said, s, 's",2.07278241,
4242,0bb0aa8c309e8629ad3b635930a61ce521c78dac,$10.5M settlement reached in OBX power outage lawsuit | WTKR.com,"powerful, outage, tornado",1.619345424,
58,961c13520cc01fa27fef758fe95ad1ef5227b9b5,Firenado: California fire vortex phenomenon seen amid chaos of Carr Fire near Redding California - CBS News,"said, s, 's",1.384032953,
59,4718592f2bc0b7cfa9a57e7fccd595be67029794,Deadly wildfire in Shasta County explodes to nearly 30000 acres,"said, s, 's",2.169661814,
60,39dc6cfd789df0cfc8488f1e18751c099134db16,SoCal heat wave presenting challenge for volleyball pros other athletes | abc7.com,"said, s, 's",1.560799803,
240,c120aab770fc01e2654452320f7233fd9e798a9e,1 injured flown to hospital following pressure well explosion i - KLTV.com - Tyler Longview Jacksonville |ETX News,"powerful, outage, tornado",1.035421177,
62,e71d3348dce629897dc5dee17aadc0b21b1f0a27,Exploding targets ignite wildfire debate | East Idaho News,"said, s, 's",1.586757729,
63,b3ca5c9c5e07487f78a6c64999cabdb1d5e65dea,Writing workshop helps wildfire victims heal from 'surreal days',"said, s, 's",0.743734061,
64,a93d63cb862c74cc4c30ed8bb50265175369d1a5,After a destructive wildfire flash floods and debris flows; the long cleanup from the Dollar Ridge Fire begins | fox13now.com,"said, s, 's",0.509527751,
3155,2d0962195f8191da6728a73ca94784b65b9aef17,10 years ago tornado tore destructive path through NH,"powerful, outage, tornado",1.823910186,
66,11adccc0e6591d1c834fb56644cb5be45d1ec141,List of Tennessee Valley Tornado Shelters | WHNT.com,"said, s, 's",1.995013775,
484,75b24155067d627bcec679893ca35454f9e10b64,‘Scariest flight of my life’: Hail smashes nose of plane that flew into towering storm - The Washington Post,"powerful, outage, tornado",1.432919047,Irrelevant
454,f4c3b4e826a00de71527655e81e39b00670c6649,10000 Outer Banks visitors ordered to leave after power outage - CBS News,"powerful, outage, tornado",0.419248784,
69,781baebc800d2f86f65f39ed6fdc019fcdc03b78,Tourist dies after heart attack at Disney's Blizzard Beach - Orlando Sentinel,"said, s, 's",1.708687514,
70,7d27890f7497a71abf7128e0c53f436af7a5e856,Iowa baseball team back on the field after EF-3 tornado,"said, s, 's",1.586665058,
1211,4be7aaa21569b27457e0588bcbd87a200039321a,2 men die from injuries in Redstone Arsenal explosion - WAFF-TV: News Weather and Sports for Huntsville AL,"powerful, outage, tornado",0.51756559,
72,8fb1cab15fd065aa1ffc2749d4e243030e3b255e,Blizzard Warning: High winds about two feet of snow forecast for D.C. area - The Washington Post,"powerful, outage, tornado",1.033818512,WinterStrom
2162,2133a343db943ed4214b26f877d83d06f5ad6eac,2017 Off to Destructive Start: Severe Weather Reports Tally 5000+ More Than Double the Average | The Weather Channel,"powerful, outage, tornado",1.49698959,
74,e22a6ec544cc4808fb0fb2317afd3fa7eeee53ab,Blizzard will host a tournament for the 15-year-old ‘Warcraft III’,"said, s, 's",1.654137709,
387,fe29681be349f744822b6118b653fcff0af2c5a1,2 Years Ago A Flash Flood Destroyed Her Business. Now It's Happened Again | Here & Now,"flooding, insurance, water",0.256869531,Irrelevant
496,d4e0e9488457058b682e386aff429b1d6d21328b,4 Things You Need to Know About Tornado Season,"powerful, outage, tornado",0.943753827,
3296,3d390b48cf5a906804c2e4707fb335101ad5787c,AccuWeather Storm Chaser Reed Timmer captures tornado swirling through Wyoming,"powerful, outage, tornado",1.711775245,Irrelevant
78,e75e65ca97a50a975ceb0917df4ce85e0a06fa99,Blizzard Entertainment Unveils NERF RIVAL OVERWATCH® REAPER WIGHT EDITION Blaster at Comic-Con® International: San Diego | Business Wire,"said, s, 's",1.761293445,
79,7fb4c9509a8ab395c6643caab261c653e9eff071,Case managers sought in Amherst for tornado relief efforts | Amherst News | newsadvance.com,"said, s, 's",1.324805611,
1740,9abc2e0d1576ea22f0f317ef8cbd27fae5b2f82a,5-year-old boy's lemonade stand raises $6000 for firefighters - WBRC FOX6 News - Birmingham AL,"powerful, outage, tornado",0.879314419,
81,114e4883c3aa4efbaacfbe8586556495bbf68198,Five at 5: Mt. Zion man accused of shooting at parents pleads not guilty and 4 other stories to see | Local | herald-review.com,"said, s, 's",1.469133417,
82,cbba5c3f13a6a3f2a4655c11740a67c283a9f07f,Gov't report accuses agency of inadequate recall monitoring | | hastingstribune.com,"said, s, 's",1.919505236,
83,1cdf8c108dc5f0cf1e12fc0208e2554709a99254,With a new librarian Gays Mills library is evolving with the changing times,"said, s, 's",1.462707554,
84,5813a13d3b40662853b915f3af4b1d71d9916401,Scenic California highway near Big Sur reopens after slide | National | ktbs.com,"said, s, 's",1.789164879,
1680,4b0e11124a100fbca4a8c99479a0980129a6e861,7 On Your Side Investigates seeks answers about death of mother during power outage in Brooklyn | abc7ny.com,"powerful, outage, tornado",0.502275304,
86,0c5d13622a6439981d19309ca93e93dfbdeeaca5,'No surrender' say opponents to Nicaraguan president after clampdown ZlotoNews - ZlotoNews,"said, s, 's",0.746946003,
87,6028274cdc72f61ddd88dd0572bd8cd2baf01692,Police arrest ICE protesters outside Miramar US Customs facility – WSVN 7News | Miami News Weather Sports | Fort Lauderdale,"said, s, 's",1.204363853,
3856,c1d02fb1b2e99d700e947a45056fc19aa6df67b5,//www.kget.com/serial-killer,"broadcasts, rewritten, broadcasts",0.707235559,Irrelevant
89,f4a628f942152ed7ebae1f17365508ef918aefcf,Utah prosecutors file charges in viral campground confrontation | KUTV,"said, s, 's",1.363378985,
90,32b1feb3832ea6c14dc080e683cf38d49ada754e,The Latest Target of the Trump Administration's Anti-Immigration Jihad: Naturalized Americans - Hit & Run : Reason.com,"terrorism, trump, s",0.990596139,
91,a18d1766199d2ae5d1ca548be10d07e137e3b2bd,SPLC Finally Removes Orlando Shooter Omar Mateen From Its List of ‘Terror From the Right',"terrorism, trump, s",1.656917436,
1176,23f401526a24d86fe49ff4e810d48c4a3d0793b9,20 things to know about the 2010 Nashville flood,"flooding, insurance, water",0.087693968,Irrelevant
93,80978d0af4da993ddf8f88a1baafb7d383ebe83e,Wildfire launches virtual coin platform to promote app discovery and engagement - MarTech Today,"said, s, 's",1.684985462,
94,231eeab89bf06f4201bce3323241a8da08d34439,Workers in summer heat need far better protections groups ...,"said, s, 's",1.490491593,
2688,61d763652405d44f72f8ce85e933ec3ca03d2a1a,5 injured in explosion at Letterkenny Army Depot,"broadcasts, rewritten, broadcasts",0.217916478,Explosion
96,ee1e17936356a8a7e0b8884b8ffb7902d5f76f22,PREMIER Center's Concert Plans During Severe Weather,"said, s, 's",1.540791918,
97,df55a61c35c984b932078d6106148bcd16ae2674,USM's Picasso Nelson nominated for AFCA Good Works Team,"said, s, 's",1.732688651,
98,0272c627fe47a0dbf121ae9194d3db7e0a391c01,Minnesota allows tax extension for victims of recent storms flooding – Twin Cities,"said, s, 's",1.867146618,
99,7121fc3a6c1cb46648a3cd1eb7d00002c1704f03,City officials: Rise in industrial development will help keep tax rate steady in light of Katy's $19.5M bond | Community Impact Newspaper,"said, s, 's",0.923696797,
100,ee29d38ddd9cc0c8ec305e10366f07d9f4782972,Police Fire Respond To Possible Explosion Near Kaiser Hospital - SFGate,"said, s, 's",2.12489538,
101,1eb4f0ed404baca65b09941e847ee14ba39e9f93,Riverside Bridge in Ozark is going to be apart of the Ozark Mill project,"said, s, 's",1.516369641,
102,273a1daef49efeb55a6ff4539174afa8ceab2e4d,The Walking Dead: Saints And Sinners Brings The Walkers Into VR,"said, s, 's",1.545207588,
3657,3c8f0472fdce0fce13e7e91730654801f66a14d9,25 years after Great Flood are levees and rivers safer? | The Kansas City Star,"flooding, insurance, water",0.378036688,Irrelevant
104,446e7ad79911c0642dc032e821769e20305077f1,Montgomery to retire from Duluth administration | Duluth News Tribune,"said, s, 's",0.402978883,
105,0c6a929723e5160fed5d5e47cdbd6a55e5b42d34,The Day - Family remembers airman who died in overseas accident - News from southeastern Connecticut,"said, s, 's",0.464470699,
106,8a490710f6d37d40764bf14a0fc54572fec5ad5a,Rockport woman gets roof repaired almost a year after Hurricane Harvey,"said, s, 's",1.155312274,
4316,0de3d080109cbb8754770a747997c1c9500f471e,7 On Your Side Investigates seeks answers about death of mother during power outage in Brooklyn | abc7ny.com,"powerful, outage, tornado",0.508618168,
108,e193f251bfb43472431d8519f5b2536b89744dfd,S.L. mayor residents decry rushed process as inland port bill heads to special session vote | KSL.com,"said, s, 's",0.940521896,
109,6f962eabb16f6bdc79ae2846a4f0a0fa5bd91a40,Kim Basinger Priscilla Presley Protest Dog Meat Industry In Los Angeles | Very Real,"said, s, 's",2.075905994,
110,14d94c07ceeeef375e3368228d2f495e83a36a57,Moms nannies protest ICE detainment of immigrant children in Foley Square | am New York,"said, s, 's",1.499887627,
111,26282798db34b466e089ba37e5ee3294808690f7,Tennessee Titans Star Jurrell Casey Plans To Protest During National Anthem,"said, s, 's",1.674046575,
112,e6b990e25bdd2739342f1d459e1838a76c4ce4f7,'America stands in solidarity' with a free Iran - Washington Times,"terrorism, trump, s",1.658685705,
113,99ddd4c0c99fba8ac77d28a69d546d9c756afb7d,Protesters arrested hours after gathering on street outside...,"said, s, 's",1.054512646,
114,e5e499137257d6ebf85fa85de46fe6837138e9ca,'A brave woman' will be the face of a liberated Iran - Washington Times,"terrorism, trump, s",0.962930832,
115,2494db16e9afcc4a13bd039cdceeda8d67b9d92c,Santa Rosa mayors wants more money from PG&E for firestorm damage,"said, s, 's",1.177096237,
116,9323d2147e67fa1e6e235b6be78326f3580819b0,ERCOT says heat wave causes electric demand peak record - Valley Morning Star : State,"said, s, 's",2.095627985,
117,69ff281f1770742d3e747796f875f8902c03b3da,Titans: Nick Saban still high on Derrick Henry Rashaan Evans,"said, s, 's",1.713263167,
118,558e7f477dedcb37acea0bd36d05d8be3cc5e300,MGM Resorts Suffers Backlash After Suing Shooting Victims - Bloomberg,"said, s, 's",0.678826989,
119,16768ae6d06f1c32e46449300697e0ea44c84c5e,Arizona women’s basketball freshman profile: Bryce Nixon - Arizona Desert Swarm,"said, s, 's",1.883003749,
536,dd537ce003418630b7d0c65895a790a8f458e2e6,1 dead 1 missing after barge explosion off Port Aransas - KZTV10.com | Continuous News Coverage | Corpus Christi,"oil, spilling, bp",4.1212648,Irrelevant
121,9d504e7577bc1291d8a1369a9f491b49902f9860,Co-founder and CEO of Team Rubicon to be presented with ESPY’s Pat Tillman Award for Service | Beatrice News Channel,"said, s, 's",1.038718751,
122,df43ceb07641ab8c9099deb2c34c88054f947b3b,Post 23 splits doubleheader in Region 5 - Portsmouth Daily Times,"said, s, 's",1.53582455,
123,66888b405335b24ea933243db7bec386dc03edb0,Clues to Confederate mystery: Sub's crew never dumped weight - News - Tuscaloosa News - Tuscaloosa AL,"said, s, 's",1.030888959,
3501,ecfaa506996a3f7b6f53d818e3f4483cf9e216e6,1800 affected by power outage in Palo Alto,"broadcasts, rewritten, broadcasts",0.648921897,PowerOutage
125,922d1949fa1baa8d95c182914c652f5f61ec2f1e,3 injured in explosion fire at Oklahoma disposal well | State | ccenterdispatch.com,"said, s, 's",2.170477829,
126,590e7d9c21e412d133a292eeda15396b00d2557b,Greenville grandmother recounts peeping Tom ordeal,"said, s, 's",0.813895592,
2133,99d36aa16645611393c9fafcc044ac0c94ad054e,7 Things You Should Never Forget When Tornadoes Strike | The Weather Channel,"powerful, outage, tornado",0.584048933,
128,4c18b16a979e575af8da8ce088da1d964b429856,Volunteer Group made up of Veterans Prepares for Natural Disaster - WKBT,"said, s, 's",1.035585427,
2278,2f82def39aa4512dfa21062a1dbc095765171a41,25 years later: Remembering the Great Flood of '93,"flooding, insurance, water",0.868128734,Irrelevant
130,1506727878ce0e57f820a733b902e353fe0b75d8,A Pearl of Great Price: The Value of a Flowing Pearl River in Jackson | Jackson Free Press | Jackson MS,"said, s, 's",1.947184016,
2297,6bc312b04663a4f29d040053c2fb9f2b6b1163ad,5 people rescued from NC business surrounded by flood waters,"flooding, insurance, water",0.951041314,Irrelevant
1177,c21ffe8a12ac6d5a3c9a0a82bca6351ecade79c3,500 years of Mississippi flood data shows things have gotten worse | Ars Technica,"flooding, insurance, water",0.955055943,Irrelevant
133,4c4171f212e46525a55d158acf629591df92c471,Tax-free holiday kicks off Friday but Georgia is once again out of luck,"said, s, 's",1.553413018,
134,e60beaf88f72cd1bcd20295cc69736f2cdf4a6b5,The Day - Stonington PZC approves replacement of downtown Mystic building - News from southeastern Connecticut,"said, s, 's",2.189704127,
135,75c40bb98ab61eae8221c062831265377786b407,Coastal Authority hears pros -- and cons -- of Mid-Barataria Sediment Diversion | NOLA.com,"said, s, 's",1.335821727,
136,b633ede24d2b63689a536c8173b5caad89c6808f,Increasing projections of sea level rise lead Maine's coastal communities to get prepared,"said, s, 's",1.217638181,
1085,231595faa433e5fd6674b176d1a20b2579896799,7 months after Harvey flood-control projects’ fate unclear | PBS NewsHour,"flooding, insurance, water",1.005915578,Irrelevant
138,93985e1a52b982076750f57c0fc0af83d4263517,'Lifeline' Stretch Of California's Highway 1 Reopens 14 Months After Massive Mudslide | 88.5 WFDD,"said, s, 's",1.696525544,
139,882d03c3e1140f39b1c6e64d47437fa2dfb96d07,Highway 1 near Big Sur is back open 1 year after landslide,"said, s, 's",1.172304506,
140,80f0ae008d7e8aa2d33f7b2665033ace73859819,WENY News - Highway 1 in Big Sur opens more than a year after California lan,"said, s, 's",2.004852129,
141,1c28e80727993c7072587f0f84beae83eea87c11,Highway 1 reopens in Big Sur a year after massive landslide | abc7.com,"said, s, 's",1.778934604,
142,ddf894794a7d8ac2bd95b070fa95733aaf3b7fa3,Sun Prairie family's mixed emotions in homecoming after explosio - WKOW 27: Madison WI Breaking News Weather and Sports,"said, s, 's",0.931899674,
143,33294d39180c8a2d0fa6ef3e16ba4058ba2dba47,Kaiser Medical Center Building in Santa Rosa Evacuated After Truck Hits Oxygen Tanker: CHP - NBC Bay Area,"said, s, 's",1.194199153,
144,2fd7beca78b152c0aa31d2260ec5eb81a2fd61bb,Coastal Texas Towns Still Struggling From Harvey’s Economic Impact – Houston Public Media,"said, s, 's",0.441894908,
145,fae1d69881366a1ed1f68430ab505de7a490e0d7,Robert Timothy Cunningham | Obituaries | wvnews.com,"said, s, 's",1.694512645,
146,94d5c1ef180225ba2def77face154eb6fd3ac010,Red Cross hurricane response drill - WXXV 25,"said, s, 's",1.416735815,
147,7fcdb926e9999aa18e0a8559cec2fb6ad4087d0d,‘Inday’ to bring more rains over Luzon | Inquirer News,"said, s, 's",1.573227698,
3999,314f3ad1a15e8707baea90441dbeb3b56b8b331c,2 men fatally crushed in industrial accident in Lockport,"broadcasts, rewritten, broadcasts",0.396259675,Irrelevant
149,55f9ef61d254e465dc94ecab5382d61d0e1bd5b3,Titans' Casey says he will protest during anthem this season | ClarksvilleNow.com,"said, s, 's",1.671474469,
150,bb950cccdc79a17f367ced9fcac3ed8b96c39249,#BabaeAko to join SONA protests - Bulatlat,"terrorism, trump, s",0.947331458,
151,b08d434a5ce5cd94b5d0bff39084b88cbf3dfa52,Breitbart lobbying prompted U.S. envoy to raise Tommy… – Brinkwire,"terrorism, trump, s",1.105172721,
152,8c67794b06a00aaee39e6bf094c870208dffa430,Protesters march on EKEDC - The Nation Nigeria,"said, s, 's",1.041584059,
153,d1a022a36cceb4f1590d6cf1fdcc43afd493dda8,Defaced “Dare to Dissent” mural in Raleigh repaired by artist Dare Coulter | News & Observer,"said, s, 's",1.354270481,
154,51160305b4f7fcf5c0810836b7b3c61b8c268560,Local Movement Draws National Support –,"said, s, 's",1.274519391,
155,4a608ba0f0e637edac8f2221df5bac63a1ccde35,State Water Regulators' Plans To Impact New Melones | myMotherLode.com,"said, s, 's",0.472368848,
156,048e74abcf8d3a93ad3e09a47461490775af905b,Nassau sees a 'tsunami' of property tax grievances lawyer says | Newsday,"said, s, 's",1.341388874,
157,f24405cb41ed8ba14fb946573772c9846cd091ea,First Dissenter: Titans' Jurrell Casey Plans to Continue NFL Anthem Protest Despite Fines,"said, s, 's",1.328578452,
158,1c951324052cc6074b3a098046dd9ea82381d99f,Breastfeeding Moms Demand Respect At Fox Valley Mall Protest | Aurora IL Patch,"said, s, 's",1.649061524,
159,6587293ea5b730be62366e969d6c40b06ff8fe35,L7 brings DIY ethic and attitude to Saint Andrew's Hall,"said, s, 's",1.599627966,
160,91f817630a8777ed4e91411303b0dfabd9067198,Oakland man pleads guilty to plotting ISIS-inspired terror attacks - SFChronicle.com,"terrorism, trump, s",1.493161997,
161,9de13991a2ceb8bc1410096aed4be24964b932a8,Six including former Weber County employee charged in confrontation with Hispanic family | Deseret News,"said, s, 's",1.022401156,
162,0e639129705f489938d613e65ed45ae7f6a2c717,For Some Relatives of Inmates Not Charged in Delaware Prison Rio - WBOC-TV 16 Delmarvas News Leader FOX 21 -,"said, s, 's",1.642925666,
163,27b5833ea7d3ae196f4feceb7f93bd388ca5f1c2,Turkish court keeps U.S. pastor in jail Washington says deeply concerned - Firstpost,"said, s, 's",1.345543979,
164,59d64b17631773eda0009a1202affb09b0be1403,Turkish court rejects appeals to release jailed American pastor,"terrorism, trump, s",0.870284029,
165,3d1067611c1ab9bb5875ddc808208c9bae9c4f2a,Halliburton Staff Called Muslim American Employees ‘Terrorist’ and ‘Camel Jockey’ at Workplace Alleges EEOC Suit | Global Indian | indiawest.com,"said, s, 's",1.608996658,
166,e06d20d3d5e4e463d1ab549e0bdaddf753d3c151,MGM facing backlash over lawsuit against mass shooting victims,"terrorism, trump, s",2.557518603,
167,b1224187c996d95e5a61a1fdca9591fc8c84e6d2,Guest Commentary: Opposes proposed free pass for utilities - Ramona Sentinel,"said, s, 's",1.496405568,
168,76706e92fb22951e753447d95de6523bbecb7e2a,As state of emergency ends Turkey mulls new terror laws - Valley Morning Star : World,"said, s, 's",1.682731065,
169,bcc4308aea551a30063b87d21aa3819d8ec8ab7b,PG&E wildfire state bill blasted as bailout by some deemed vital by others,"said, s, 's",1.87070468,
170,c7e69238f0826a12164043414bbf3f5cef2c0f22,Santa Rosa one of 14 U.S. cities named as finalists in bid for $1 million art grants,"said, s, 's",1.705886797,
171,d72218998170809545e5b8232531ca1084408a73,krem.com | Inmate crews help fight Upriver Beacon Fire from the front lines,"said, s, 's",2.042627613,
172,42d5e3e6a7a20a261ecabfabaf1e7bb4eab79d1a,Some GOP senators exasperated despite Trump's damage control,"terrorism, trump, s",0.808904962,
173,d96dac1399957e84781c43842a82c9fde868c46e,El Nino could mean mild dry Tri-City winter coming | Tri-City Herald,"said, s, 's",1.695547008,
2121,388454865f206c5531303c493d03df8fd3150d2e,8 Injured After Tornado Hits Eureka Kansas | PEOPLE.com,"powerful, outage, tornado",0.497416158,
