,id,title,cluster,distance
27,6f962eabb16f6bdc79ae2846a4f0a0fa5bd91a40,Kim Basinger Priscilla Presley Protest Dog Meat Industry In Los Angeles | Very Real,"said, 's, copy, home, bledsoe",1.9933161786535538
28,9323d2147e67fa1e6e235b6be78326f3580819b0,ERCOT says heat wave causes electric demand peak record - Valley Morning Star : State,"'s, said, states, july, news",1.6136560197760967
29,9d504e7577bc1291d8a1369a9f491b49902f9860,Co-founder and CEO of Team Rubicon to be presented with ESPY’s Pat Tillman Award for Service | Beatrice News Channel,"s, said, t, people, years",1.5501780120385098
30,66888b405335b24ea933243db7bec386dc03edb0,Clues to Confederate mystery: Sub's crew never dumped weight - News - Tuscaloosa News - Tuscaloosa AL,"said, 's, copy, home, bledsoe",0.9943779724830313
31,922d1949fa1baa8d95c182914c652f5f61ec2f1e,3 injured in explosion fire at Oklahoma disposal well | State | ccenterdispatch.com,"'s, said, states, july, news",1.684264877217901
32,0aadfc63541c1be845001d7c8c1e258a02be482e,CAUTION: Heavy downpours cause severe flooding in Harrison Count - WLOX.com - The News for South Mississippi,"edt, gmt, edt, pm, july",1.6039741636455846
33,1506727878ce0e57f820a733b902e353fe0b75d8,A Pearl of Great Price: The Value of a Flowing Pearl River in Jackson | Jackson Free Press | Jackson MS,"said, county, landslide, states, oil",1.6825356043222124
34,4c4171f212e46525a55d158acf629591df92c471,Tax-free holiday kicks off Friday but Georgia is once again out of luck,"said, 's, copy, home, bledsoe",1.5589067831440566
35,e60beaf88f72cd1bcd20295cc69736f2cdf4a6b5,The Day - Stonington PZC approves replacement of downtown Mystic building - News from southeastern Connecticut,"city, said, s, project, 's",1.9418077631154869
36,75c40bb98ab61eae8221c062831265377786b407,Coastal Authority hears pros -- and cons -- of Mid-Barataria Sediment Diversion | NOLA.com,"said, county, landslide, states, oil",0.8590493765204396
37,b633ede24d2b63689a536c8173b5caad89c6808f,Increasing projections of sea level rise lead Maine's coastal communities to get prepared,"said, 's, copy, home, bledsoe",1.5745237969125574
38,ddf894794a7d8ac2bd95b070fa95733aaf3b7fa3,Sun Prairie family's mixed emotions in homecoming after explosio - WKOW 27: Madison WI Breaking News Weather and Sports,"'s, n't, said, saying, people",1.1002485537704552
39,8c67794b06a00aaee39e6bf094c870208dffa430,Protesters march on EKEDC - The Nation Nigeria,"s, said, t, people, years",2.0815911897496386
40,d1a022a36cceb4f1590d6cf1fdcc43afd493dda8,Defaced “Dare to Dissent” mural in Raleigh repaired by artist Dare Coulter | News & Observer,"s, said, t, people, years",1.8259536935574046
41,51160305b4f7fcf5c0810836b7b3c61b8c268560,Local Movement Draws National Support –,"s, said, t, people, years",1.6109945693074395
42,4a608ba0f0e637edac8f2221df5bac63a1ccde35,State Water Regulators' Plans To Impact New Melones | myMotherLode.com,"said, county, landslide, states, oil",0.2756703542686105
43,048e74abcf8d3a93ad3e09a47461490775af905b,Nassau sees a 'tsunami' of property tax grievances lawyer says | Newsday,"city, said, s, project, 's",1.3113277212966963
44,6587293ea5b730be62366e969d6c40b06ff8fe35,L7 brings DIY ethic and attitude to Saint Andrew's Hall,"'s, n't, said, saying, people",1.0542910088306823
45,9de13991a2ceb8bc1410096aed4be24964b932a8,Six including former Weber County employee charged in confrontation with Hispanic family | Deseret News,"riot, inmates, prison, corrections, 's",1.4864614662841016
46,0e639129705f489938d613e65ed45ae7f6a2c717,For Some Relatives of Inmates Not Charged in Delaware Prison Rio - WBOC-TV 16 Delmarvas News Leader FOX 21 -,"riot, inmates, prison, corrections, 's",1.5194323740088682
47,3d1067611c1ab9bb5875ddc808208c9bae9c4f2a,Halliburton Staff Called Muslim American Employees ‘Terrorist’ and ‘Camel Jockey’ at Workplace Alleges EEOC Suit | Global Indian | indiawest.com,"s, said, t, people, years",1.2660565831053467
48,76706e92fb22951e753447d95de6523bbecb7e2a,As state of emergency ends Turkey mulls new terror laws - Valley Morning Star : World,"'s, said, states, july, news",1.5748910997079206
49,c7e69238f0826a12164043414bbf3f5cef2c0f22,Santa Rosa one of 14 U.S. cities named as finalists in bid for $1 million art grants,"city, said, s, project, 's",1.5089452099806882
50,d72218998170809545e5b8232531ca1084408a73,krem.com | Inmate crews help fight Upriver Beacon Fire from the front lines,"riot, inmates, prison, corrections, 's",1.3045349422361312
51,745d404e72eeb9be88c23c89f3dbc3e04ffa3850,Northwell launches security pilot program - Queens Chronicle: North/Northeast Queens News,"said, county, landslide, states, oil",1.7703351417025952
52,c94e15b15143a54bfd098fa6810f61482d7bc67a,AP-NORC Poll: If DNA shows health risks most want to know | The Columbian,"s, said, t, people, years",1.8146870012799274
53,f595c091681f09e6000dc6655095c9a142bebfb8,Jeff Simon: ESPN’s ESPYS weren’t about sports – they were about life – The Buffalo News,"'s, n't, said, saying, people",0.9543305126299241
54,a60c2ade55d1cfc270ab492a0fc4a06b84a5dde5,OSHA investigating fatal industrial accident at hospital | Boston Herald,"said, county, landslide, states, oil",1.6190408653297295
55,ac305fc096b6c0a6b71d0395361aaef9890ccb1a,NYPD ‘cleared’ Mayor De Blasio’s flight home on $3m spy plane | Tremont Herald,"city, said, s, project, 's",1.280761056056537
56,185d2f38a03de1045b6b89e091a1ef4719e9cb99,Flood damage marks the next snag for Minnesota farmers | Agri News | postbulletin.com,"s, said, t, people, years",1.6664733987967089
57,037678908877d3491fd57a2964eafc3cc605ea80,Crude advances as Saudi Arabia dismisses oversupply speculation,"said, county, landslide, states, oil",1.2782440986929118
58,e8cde2d0df620daac665f2ee931c723e511c86bb,'Hell's princess' – LaPorte serial killer may get her own TV series | WSBT,"'s, said, states, july, news",0.9404277540540587
59,fc6b5ff8846452ad687f935b6fa2918dec80e3f6,Investigators searched a million people’s DNA to find Golden State serial killer - MIT Technology Review,"s, said, t, people, years",0.930667715968451
60,97e485c2665998dc2eacd86c0b34d4ed4539d5df,Earthquake rattles doesn't wreck Napa wineries,"'s, n't, said, saying, people",2.0778911266366404
61,208d107d6bd18b26b117c57dea6ef07c03729755,Japan's post-Fukushima earthquake health woes go beyond radiation effects : Nature News & Comment,"'s, n't, said, saying, people",0.912568528336036
62,6bee01454e0b270b581f6a8b4a767ac569a13614,Greenland: Iceberg prompts tsunami fears threatens village of Innaarsuit where evacuations are already underway - CBS News,"'s, n't, said, saying, people",1.689602224748908
63,dffeffbb20f2bd066b26a4fcd5fc278c60d596a9,Moore woman finds photos from Japan tsunami trip in desk from Goodwill seeks owners | KFOR.com,"'s, n't, said, saying, people",0.9909816721261598
64,87c632fb5ab27ea1238e4b7230f6d16ae69d142b,Nigeria oil explosion: A tanker carrying petroleum exploded in rush hour killing nine - The Washington Post,"said, county, landslide, states, oil",1.254472660448743
65,327a87af9dba76ab90504758f95b410b58686fb0,Safety Board: Superior Refinery Explosion Happened In Fluid Catalytic Cracking Unit | Wisconsin Public Radio,"said, county, landslide, states, oil",0.22362468598667068
66,a52788225d13023e1412a3c12b625dd821eaa1e2,SpaceX narrows down cause of Falcon 9 pad explosion - SpaceNews.com,"flights, airlines, passenger, said, abc",0.877267500245383
67,c120aab770fc01e2654452320f7233fd9e798a9e,1 injured flown to hospital following pressure well explosion i - KLTV.com - Tyler Longview Jacksonville |ETX News,"edt, gmt, edt, july, july",0.8819572623326759
68,69f372ff047fbe314f03dac9ae805ea79000553e,Oxmoor Valley Elem. School evacuated due to gas leak - WBRC FOX6 News - Birmingham AL,"edt, gmt, edt, pm, july",1.4629840910365666
69,eb8516d9617d4df4f0b29b8b09b0243e4a79c623,All lanes of I-25 reopened after oil spill caused traffic nightmare – The Denver Post,"city, said, s, project, 's",2.0980754184224923
70,01ef2dcd20678fbcd62cce54e52b2ec6307fcb98,Aging Southeast: 'Silver Tsunami' hits the region - KRBD,"s, said, t, people, years",0.8804862359079404
71,36238dc346cf76e7192aeb4e2d9f8b1bc798fb38,Meet Mexico City's First Elected Female Mayor : NPR,"city, said, s, project, 's",0.6707703951211565
72,37d5f6f2dd41cf3565f537dee8444b928c357709,Fukushima’s Nuclear Imprint Is Found in California Wine (Drinkers Don’t Panic) - The New York Times,"s, said, t, people, years",1.490032238628986
73,cb2ddb121ad95f4e76b3dca4834de1cb6f496f2a,Fundraiser for family affected by Topeka home explosion,"said, 's, copy, home, bledsoe",1.4861768667246105
74,db73f242139fd31ec9fb0c86cde96595333523f9,Man Sentenced to Life in Prison in Wife's Death Explosion | Wisconsin News | US News,"'s, said, states, july, news",1.231650973419954
75,41c99c20ff5be01f5e2946e03cc4e6a496edca58,Louisiana flood managers meet in Lafayette for quarterly meeting - KATC.com | Continuous News Coverage | Acadiana-Lafayette,"edt, gmt, edt, pm, july",4.788150873427495
76,f9760ff534face507ebc885fc32be22f7f04adc9,Mason-Montgomery reopens after a gas leak - Cincinnati News Weather Sports from FOX19 NOW-WXIX,"edt, gmt, edt, pm, july",1.7319898420918434
77,e84ccfa51bc0e26d21f11c9635ad00b8128ea0c7,Keys hospital rebuilds after knockout punch by Hurricane Irma | Miami Herald,"s, said, t, people, years",0.8582154566458472
78,cb4ac070f3e7b311a521ebee0899c35011d88277,Woman Gives Birth At Six Flags Georgia & Gets Lifetime Passes | PEOPLE.com,"s, said, t, people, years",1.9934820333062107
79,2e2a52d46959c318d33ebcf5daa46f9a7a1ff179,S. Utah library workers: Removal of LGBTQ displays is discrimination,"s, said, t, people, years",2.1941251826611476
80,b2bf924cca83c25a0675bcc4081dd8744312d66d,WV Open: Hurricane's Clark plays his final round as a pro | Sports | herald-dispatch.com,"'s, n't, said, saying, people",2.0407868797706685
81,846990d60d2f18a69234725f083cddfc925a294c,Another Miami Hurricane Tyrone Moss dies way too young | Miami Herald,"s, said, t, people, years",0.2459411424263681
82,2cb7ba982f2c6e118b1819fb9e05eda146f49054,'It was just about that Western': Texas pilots aided Caribbean hurricane rescue | Commentary | Dallas News,"'s, n't, said, saying, people",0.09724492746315393
83,8518c0dc539b7ed275f097c77d80953fa6e54fea,Widespread power outage affects NJ homes schools businesses,"edt, gmt, edt, pm, july",1.6441897618527033
84,1e874c59dc0539b32324f8cfa32ea9b52fd91d09,SF coffee shop turns down Salesforce contract in immigration protest - SFChronicle.com,"s, said, t, people, years",1.9927147110351824
85,501bf54da072c1374d99efafe78aa89f8c85d239,Prominent LGBTQ Lawyer Sets Self On Fire In 'Protest Suicide' Of Climate Change | HuffPost,"s, said, t, people, years",0.5988696410220267
86,a45eb6c9c0b726d9cd30d66a37e2fed9a473705f,A church put Jesus in a cage to protest immigration policies. No - KMOV.com,"said, 's, copy, home, bledsoe",1.0209853018712078
87,7e6a4778dd3e183db826d7055acaf4e6b1b2c537,Malawi vice president says quit ruling party in protest at graft | Reuters,"s, said, t, people, years",2.132234156332874
88,8448d3f04b84b9de65684bf857c61ba6ed6b442d,Man Arrested for Flying Drone Over Wildfire Delaying Firefighters | Digital Trends,"flights, airlines, passenger, said, abc",1.2472915722511493
89,fdd7137c466cb20e6c815621cab186977f1e1850,Utah family who recently moved to California loses home in wildfire | fox13now.com,"said, 's, copy, home, bledsoe",0.7449033913089635
90,9bd98ae6b6491d67c54fa4a5e8cd7b34ceb4c8c0,In Japan Deadly Heat Wave Tests Endurance of Even the Most Stoic - The New York Times,"s, said, t, people, years",0.4457998612408355
91,fde4521ace865611e8e3401bd69d2bc477de2701,Lost medical records complicate Joplin hospital's tornado recovery | News - State & Regional - Missouri | stltoday.com,"said, county, landslide, states, oil",1.630532432362708
92,23044d6ea3e857b88ed946d1df6863c6f3b64ecf,You sent us a flurry of Blizzard of ‘78 stories. Here are some of the best ones. - The Boston Globe,"s, said, t, people, years",0.40281400828123526
93,01e939be6af0568dae8194e5ae524efb70cfacd5,Wildfire Smoke: Does Masks Protect You?,"said, 's, copy, home, bledsoe",1.3874455009805982
94,9bf42e653d95265c5c1d6978a498721fff4fdb39,Crews battle growing wildfire in Middle Canyon | KSL.com,"said, county, landslide, states, oil",1.602685691660963
95,b623933cce4f46c76d176a8aaff7a81cbaae868e,"Two USAF E-4B ""Doomsday Planes"" Damaged In Tornado At Offutt Air Force Base - The Drive","flights, airlines, passenger, said, abc",1.4008582033434323
96,b25f453d4906bcb3f1d2324ee8d5c04cf7f16a47,National Weather Service upgrades Lynchburg tornado to an EF3 - NBC12 - WWBT - Richmond VA News On Your Side,"edt, gmt, edt, pm, july",0.6909502726654971
97,967000f57be6fc0bec41babcf381ccf8477b5358,Judge: Release Florida school shooting suspect's statement,"'s, said, states, july, news",1.106007757847795
98,c0c8487b67f9abc99e8eac876a7006b6fee02f55,Police Find Severed Heads in Coolers in Serial Killer Case That Stuns Japan - The New York Times,"'s, said, states, july, news",1.2347759883485379
99,6a00cb342d8b0728779e6f8048e6791057c947f0,Couple survives Grafton boat explosion but still needs help | ksdk.com,"'s, n't, said, saying, people",1.1198662716458057
100,ccd396a8a2fdfa769db8b646aaafd4c5fac2b4b1,Solo explosion next for Jon Spencer | Music | southbendtribune.com,"s, said, t, people, years",2.4679050237996503
101,08351228b937aadac720896015eb6ca3cc97d441,Transformer explosion sparks grass fire in Santa Barbara - KEYT,"said, 's, copy, home, bledsoe",1.4660346014618932
102,c3d8a94ecacccb3c9e9c65825543308a68d5e2f9,Africa‘s Christian Explosion | Southgate Observer,"'s, said, states, july, news",1.6739401893967523
103,1db5e57c559874118968906695c69d85d712eadb,Japan's post-Fukushima earthquake health woes go beyond radiation effects : Nature News & Comment,"'s, n't, said, saying, people",0.7516928277264902
104,dcfe60e9e755f5d7bcc333526bb1417dc24965b9,TRAFFIC ALERT: SH 18 near Monahans temporarily closed due to com - KWES NewsWest 9 / Midland Odessa Big Spring TX: newswest9.com |,"edt, gmt, edt, july, july",2.1724616338362974
105,4705ba2e030d0d2897242f8320b8faea38443ae5,WATCH: Officials keeping wary eye on slow-motion landslide in Yakima Co. | KOMO,"said, county, landslide, states, oil",1.5953147344145144
106,12ea44b4df453780eee6613614ae7fa3307ed210,IRS Announces Tax Relief For California Gas Leak Victims,"said, county, landslide, states, oil",1.6262972469245063
107,08f32b667f918e58b3cb75f7e728c6eb95efdbc2,How A Massive Power Outage Sent People Out In The Street : NPR,"'s, n't, said, saying, people",0.6106570204891427
108,bd07d1d399dc03502eb19893cdb0c3c1931becbe,Nadia Tolokonnikova and Masha Alyokhina No Longer Members of Pussy Riot | Pitchfork,"riot, inmates, prison, corrections, 's",1.5311415563149395
109,4869d1b425b12bf9c8b51ccabe8cb3224d85c600,Fighting terrorism in New York City - CBS News,"'s, n't, said, saying, people",2.0819681563439887
110,17eed93ca072bfbddc60b277ce28e06aad721ab2,Benioff Metallica join forces for wildfire relief concert at AT&T Park - Curbed SF,"said, 's, copy, home, bledsoe",1.4712308082203052
111,a574ba78a8603b560cd1edae371f8b762ead8d27,Father husband of wildfire victims sues federal government for $13.5 million,"said, county, landslide, states, oil",1.2319979394590155
112,8a2d792d0f81ed72d0c8142653f884f57da0e8af,How New York is prepping for the next superstorm - The Verge,"city, said, s, project, 's",1.2877138102484944
113,283620d3bc8c3338e2a1d62cad6b8ab17c096925,Cut Throat City Trailer: RZA's Heist Film Set After Hurricane Katrina – /Film,"city, said, s, project, 's",0.9834088538237401
114,4b3f0c874555003724bcd0497310b46d6f2ba9c8,Sean Penn visits Savannah for teen hurricane preparedness | Island Packet,"city, said, s, project, 's",1.0867056142757772
115,08729c66e768a3fc16947b769c88eb667ea53b5a,Church 'detains' Jesus Mary Joseph to protest Trump's immigration policy - Religion News Service,"said, 's, copy, home, bledsoe",0.8321748788772556
116,b144a86457286f6d870dcebc836fa8cf194014cf,Detroit Movie and 1967 Riot: What We Still Get Wrong | Time,"riot, inmates, prison, corrections, 's",1.615947605267788
117,4d9047d2c7b925e79cc40da461defd658da3f231,Exploding targets ignite wildfire debate | KSL.com,"said, 's, copy, home, bledsoe",1.506208285690579
118,7d588126d42ee348f9c9a471313454b3d73d29d3,Sheriff: Sixth person found dead in Northern California wildfire that has destroyed more than 500 buildings.,"said, 's, copy, home, bledsoe",1.5066651687887118
119,ede03806facb3c636d9f2bc28289ff312e824af1,Review: In ‘Hail Caesar!’ the Coens Revisit Old Hollywood - The New York Times,"s, said, t, people, years",1.4144508701168297
120,8d8263047a5d08f1b57625d8db1b5437d8548c9d,NJ weather: Tornado watch issued for Ocean County by National Weather Service,"'s, said, states, july, news",1.5806551215068072
121,dcb9e16717ddf71c096b4de0eff88a2296045db7,Injuries reported after tornado touches down in Baldwin County - FOX10 News | WALA,"edt, gmt, edt, pm, july",1.387543896288325
122,7ae8b489d47cb459e63383992ff78d2638bdf026,Origins of 'Hail Mary': Cowboys legend Roger Staubach remembers how it stuck,"'s, said, states, july, news",1.6096525671708022
123,7642c2bb7a0805bafbf2e119455baa3737c4d308,Glencore snaps up Rio Tinto's Hail Creek coal mine project for $1.7 billion | Reuters,"s, said, t, people, years",1.279997082026036
124,c609ad427c116f8be3b8c75489a3ab8dedd4a6db,The History Of 'Hail To The Chief' — A Song Trump Has Not Yet Embraced : NPR,"'s, n't, said, saying, people",1.4688771461597359
125,e838ba465dd8318dfc6e3149076605f2c4c00461,Florida school shooting: Teacher of the year's emotional Facebook post,"'s, said, states, july, news",1.6683029256960549
126,5e8dd0ee51290bf303d5e5581c1b18c696960645,Girl who witnessed Townville school shooting gets letter from President Trump,"said, 's, copy, home, bledsoe",1.3005368452934964
127,4a12b1553eb5a15e42b1c34b40df9eeb4a44cd44,30 years later: Who is highway serial killer?,"s, said, t, people, years",0.5433980273620802
128,fdd9ee517dc132267bb197dc840a3fe0f65257bc,Zimbabwe's President Emmerson Mnangagwa Unharmed After Explosion At Campaign Rally : NPR,"'s, n't, said, saying, people",1.120502635227373
129,d0c313c3549f0eb0d01be2c175c389d0b39d147c,Gilbert Gottfried Fired As Aflac Duck After Japanese Tsunami Tweets | HuffPost,"flights, airlines, passenger, said, abc",1.6899959889162477
130,1f224434346434805e6dbde3fe360d5f62c27ec4,Superior Wisconsin explosion: Blast rocks Husky Energy oil refinery in Superior Wisconsin today; injuries reported - live updates - CBS News,"said, 's, copy, home, bledsoe",0.7009740568784193
131,07a05b84d7b6daa5c85b30308b8e010d9a5f0ba0,SpaceX Announces Cause of Falcon 9 Explosion Sets New Launch Date,"flights, airlines, passenger, said, abc",1.6571544193526238
132,b5c1c2d9b13aa13ca5bc93f783cc02b14e1c1820,Laptops in Checked Bags Pose Fire and Explosion Risk FAA Warns,"flights, airlines, passenger, said, abc",1.2255401896319718
133,54382fdcfb016d3e398cb3f6fb90651c0bd852d5,Explosion in East Boston caused by man playing with chemicals,"said, 's, copy, home, bledsoe",1.8037426201137134
134,4d1802adf9e8d39b7579cf8e7de3d7447d40e2b0,St. Charles firefighter grateful after surviving explosion | ksdk.com,"'s, n't, said, saying, people",2.3674541540045575
135,8ea91c3e414d6e6c2278e6063ef195ce1612a06e,SDCC '18: Graphic Novel Explosion Reaches Libraries Why Can't You Find Any to Read? — The Beat,"s, said, t, people, years",1.5157286980966067
136,748457a467c050129046c71c796159683cbc3558,Indiana governor surveys flood damage in Aurora,"said, 's, copy, home, bledsoe",0.6472236458890736
137,7950a1dd8061b17274522b40c2fb202569ce17ea,Family loses home of 35 years due to landslide in Duquesne Heights,"said, 's, copy, home, bledsoe",1.275356905457423
138,5fc32d87e4fa52e0829547d35d98e98a9248bd93,Portion of Gray Mule Farm Rd in Emanuel County remains closed fo - Tri-State News Weather & Sports,"edt, gmt, edt, pm, july",0.7071802838390645
139,cd406c92e8dd7adcf97a5ee99d52cf34221ddf16,Missing college student TeNiya Jones drowns in Tel Aviv Israel,"'s, said, states, july, news",1.394723326094825
140,927f82938b004b903dc44731cf7ffddd9eb863fc,Aleksandar Mitrovic joins Fulham from Newcastle on five-year deal | Football News | Sky Sports,"'s, n't, said, saying, people",1.4308097486590148
141,13428f2a5236aaf0b5a7d9569c99f129d6f52b59,Firefighters 'were not trained for the toxic conditions of Grenfell' | UK news | The Guardian,"said, 's, copy, home, bledsoe",1.5570677488439137
142,6265062caf5cd014b1b55890be564aae3e359815,Big Mac is 50 but McDonald's sticks with aging icon - CBS News,"'s, n't, said, saying, people",1.5388735218581053
143,f64da4c4a094e3e3f388d6cf2e9128327c16cd6d,Cyclist in RideLondon 100 event dies after suffering cardiac arrest | UK news | The Guardian,"s, said, t, people, years",2.1748415347676917
144,751ea2f671f024a88b333c106626144b40d9d890,Netflix exec defends 'Insatiable' after alleged fat-shaming draws cries for cancellation | Fox News,"s, said, t, people, years",2.184842321315481
145,ea1d0ab52e7259aef26512420f275945931375d3,Monday briefing: thinktank in ‘Brexit-influencing game’ | World news | The Guardian,"s, said, t, people, years",0.1448756537575285
146,ad5a54b266fe8aa2f64d251b8c381582b906bacf,Walmart Discovers Why the 'Last Mile' Is the Hardest | Top News | US News,"'s, said, states, july, news",1.175591794393785
147,d6375f6480276d73d18e485d6cb05054c7eb8738,'I'm racist as f---': Canadian man caught on camera threatening Indian couple | Fox News,"'s, n't, said, saying, people",2.0860957193954395
148,7afe5af0a84d6ae0ce95bae07ec10bd9262624e3,My View: A Tonawanda childhood formed fond memories – The Buffalo News,"s, said, t, people, years",1.0406217525319952
149,10112ad9c8991b39d25e70da8dd429c50f3cbe35,Jerry Lawler’s son Brian Christopher dies - WMC Action News 5 - Memphis Tennessee,"'s, said, states, july, news",1.5646256805255236
150,78bde98ae752a92478c316898cb76d5928393443,Storm Advisory 7/29/18: NHL News Rumors Links and Daily Roundup - Canes Country,"'s, said, states, july, news",1.4883864819725274
151,b5850164c27fd081da580f8073cf2076a9de7b01,Universal basic income: Will it work? - CBS News,"'s, n't, said, saying, people",0.40889439279125067
152,5d1965d71c4ea82c784abf04c76fe2befc86e70c,20 Things You Never Knew About The Parent Trap | E! News,"'s, n't, said, saying, people",2.06414542026997
153,2712cf5938cc9d9f7144ba88c52abc11e467fd20,Couple opens new antique store in downtown Jefferson | News | marshallnewsmessenger.com,"s, said, t, people, years",1.5193104872590508
154,8785075f7e8293d4c3a9913148051aac4e7851b9,Cracking Cold Cases: Unsolved homicides in Klamath County | News | heraldandnews.com,"s, said, t, people, years",0.8449880277929085
155,85d58ade8f3d8b01eb736eeacbd6fe1af07bebd7,U.S. Coast Guard Royal Australian Navy rescue sailing crew off - Hawaii News Now - KGMB and KHNL,"edt, gmt, edt, pm, july",1.6669165961135743
156,715201ef62477fa9cfcaf7b27f331f0c14300283,In 'Quiet Skies' program TSA is tracking regular travelers like terrorists in secret surveillance - The Boston Globe,"flights, airlines, passenger, said, abc",1.397153040033434
157,8724481a0aa9e72bbc9934fdb8d9abc8e2848fe6,Alex Jones defends his brand of news in defamation cases,"s, said, t, people, years",1.8539936339684342
158,6583bfa99a0eeab2cec544aa75b69e056a24cc3d,Unexpected Positive News In Chesapeake Energy - Chesapeake Energy Corporation (NYSE:CHK) | Seeking Alpha,"said, county, landslide, states, oil",1.7853126196411555
159,1444610eaf7ee3a61dbffefacc066e5fe35917ca,Matters of record received July 28 2018 | Duluth News Tribune,"'s, said, states, july, news",1.6223739113900644
160,f05c854f6ccd8fff118120bcd6b040fb0c4e5116,SR 261 Oak Grove Rd. back open after gas leak - wave3.com-Louisville News Weather & Sports,"edt, gmt, edt, pm, july",0.6451790776122666
